Transaction_ID,Employee_ID,Department,Region,Transaction_Timestamp,Amount_USD,Merchant_Name,MCC,Context_Fail_Reason,Action_Required
TXN_003234,EMP_128,Field Sales,LATAM,2025-05-25 03:27:00,18.08,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_3197,EMP_131,Field Sales,EMEA,2025-05-24 13:00:00,301.58,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009410,EMP_136,Field Sales,APAC,2025-06-15 23:36:00,81.18,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009597,EMP_137,Field Sales,LATAM,2025-11-22 10:07:00,79.69,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007898,EMP_142,Field Sales,APAC,2025-09-20 02:20:00,78.66,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005177,EMP_144,Field Sales,APAC,2025-02-16 21:42:00,150.72,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-02-16 — weekend hospitality spend of $150.72 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_005241,EMP_144,Field Sales,APAC,2025-04-19 08:24:00,147.06,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003729,EMP_147,Field Sales,LATAM,2025-02-16 21:40:00,81.86,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003768,EMP_149,Field Sales,,2025-08-03 09:29:00,70.74,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008647,EMP_155,Field Sales,EMEA,2025-03-02 20:49:00,47.7,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-03-02 — weekend hospitality spend of $47.70 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_007584,EMP_158,Field Sales,LATAM,2025-11-22 07:59:00,26.82,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010554,EMP_158,Field Sales,LATAM,2025-11-22 11:37:00,91.67,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007748,EMP_164,Field Sales,LATAM,2025-04-19 06:40:00,301.82,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_4115,EMP_165,Field Sales,EMEA,2025-04-12 11:00:00,144.5,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_8546,EMP_165,Field Sales,EMEA,2025-05-10 18:00:00,51.69,London Tavern,5812,"No approved travel itinerary on 2025-05-10 — weekend hospitality spend of $51.69 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001127,EMP_173,Field Sales,,2025-05-04 15:06:00,15.92,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-05-04 — weekend hospitality spend of $15.92 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5B_8104,EMP_175,Field Sales,,2025-06-07 11:00:00,311.25,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007437,EMP_175,Field Sales,,2025-09-27 18:53:00,39.5,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_002137,EMP_175,Field Sales,,2025-12-06 12:20:00,21.12,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_8688,EMP_176,Field Sales,EMEA,2025-02-22 18:00:00,219.48,Local Steakhouse,5812,"No approved travel itinerary on 2025-02-22 — weekend hospitality spend of $219.48 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_000784,EMP_176,Field Sales,EMEA,2025-03-23 00:43:00,58.4,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011952,EMP_176,Field Sales,EMEA,2025-08-24 17:28:00,28.42,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_002214,EMP_176,Field Sales,EMEA,2025-09-06 00:20:00,144.79,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005618,EMP_176,Field Sales,EMEA,2025-09-28 20:22:00,44.05,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_8559,EMP_186,Field Sales,LATAM,2025-05-24 20:00:00,241.23,Hilton Hotels,7011,"No approved travel itinerary on 2025-05-24 — weekend hospitality spend of $241.23 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_009825,EMP_187,Field Sales,APAC,2025-02-09 11:32:00,207.72,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001522,EMP_193,Field Sales,APAC,2025-07-13 13:49:00,375.09,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004509,EMP_194,Field Sales,APAC,2025-01-26 03:51:00,91.88,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006432,EMP_194,Field Sales,APAC,2025-02-02 05:30:00,141.78,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010998,EMP_194,Field Sales,APAC,2025-12-06 22:04:00,285.49,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006227,EMP_196,Field Sales,LATAM,2025-03-01 12:15:00,18.41,Bistro Hub,5812,"No approved travel itinerary on 2025-03-01 — weekend hospitality spend of $18.41 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_008843,EMP_196,Field Sales,LATAM,2025-05-04 11:30:00,43.87,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_002476,EMP_196,Field Sales,LATAM,2025-05-31 00:37:00,142.6,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-05-31 — weekend hospitality spend of $142.60 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_000222,EMP_197,Field Sales,,2025-04-12 21:48:00,64.6,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-04-12 — weekend hospitality spend of $64.60 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_002882,EMP_199,Field Sales,,2025-05-18 20:15:00,129.7,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_8712,EMP_205,Field Sales,,2025-05-17 14:00:00,168.23,Hilton Hotels,7011,"No approved travel itinerary on 2025-05-17 — weekend hospitality spend of $168.23 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_004546,EMP_221,Field Sales,LATAM,2025-07-19 22:56:00,118.59,Local Steakhouse,5812,"No approved travel itinerary on 2025-07-19 — weekend hospitality spend of $118.59 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_003236,EMP_221,Field Sales,LATAM,2025-10-04 21:56:00,42.79,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004949,EMP_226,Field Sales,APAC,2025-04-20 04:35:00,122.71,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007091,EMP_226,Field Sales,APAC,2025-10-19 18:14:00,54.56,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007035,EMP_229,Field Sales,LATAM,2025-05-10 14:27:00,72.4,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004042,EMP_229,Field Sales,LATAM,2025-08-23 05:16:00,129.99,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011137,EMP_231,Field Sales,APAC,2025-10-19 06:10:00,34.11,London Tavern,5812,"No approved travel itinerary on 2025-10-19 — weekend hospitality spend of $34.11 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_004337,EMP_233,Field Sales,APAC,2025-04-27 00:33:00,247.8,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_2015,EMP_233,Field Sales,APAC,2025-08-16 14:00:00,158.42,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000834,EMP_233,Field Sales,APAC,2025-10-26 15:54:00,87.03,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_005463,EMP_239,Field Sales,LATAM,2025-03-16 02:25:00,19.53,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_002740,EMP_244,Field Sales,,2025-11-15 08:08:00,48.73,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006898,EMP_244,Field Sales,,2025-11-15 21:48:00,10.51,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_6979,EMP_248,Field Sales,,2025-12-20 10:00:00,155.02,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-12-20 — weekend hospitality spend of $155.02 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_005739,EMP_249,Field Sales,LATAM,2025-01-25 11:59:00,15.46,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_8779,EMP_259,Field Sales,EMEA,2025-06-21 15:00:00,76.81,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-06-21 — weekend hospitality spend of $76.81 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001959,EMP_260,Field Sales,,2025-06-14 00:26:00,99.06,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_2445,EMP_260,Field Sales,,2025-07-12 18:00:00,41.73,Hilton Hotels,7011,"No approved travel itinerary on 2025-07-12 — weekend hospitality spend of $41.73 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_008608,EMP_260,Field Sales,,2025-09-21 20:02:00,114.95,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_5540,EMP_261,Field Sales,EMEA,2025-10-18 20:00:00,238.27,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001581,EMP_266,Field Sales,APAC,2025-08-02 15:28:00,42.47,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004678,EMP_270,Field Sales,APAC,2025-12-06 17:40:00,144.6,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009374,EMP_285,Field Sales,APAC,2025-10-05 10:16:00,132.31,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004814,EMP_285,Field Sales,APAC,2025-10-26 13:06:00,214.48,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008340,EMP_286,Field Sales,LATAM,2025-06-01 07:42:00,318.33,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007705,EMP_286,Field Sales,LATAM,2025-08-24 19:02:00,181.95,Euro Lodging,7011,"No approved travel itinerary on 2025-08-24 — weekend hospitality spend of $181.95 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_010101,EMP_292,Field Sales,APAC,2025-05-11 11:02:00,389.4,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_5564,EMP_300,Field Sales,LATAM,2025-05-10 17:00:00,46.92,Business Stay Inn,7011,"No approved travel itinerary on 2025-05-10 — weekend hospitality spend of $46.92 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_003945,EMP_300,Field Sales,LATAM,2025-12-21 20:56:00,24.03,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_8289,EMP_302,Field Sales,EMEA,2025-09-20 14:00:00,358.51,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006847,EMP_304,Field Sales,LATAM,2025-05-10 12:42:00,178.19,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006978,EMP_304,Field Sales,LATAM,2025-06-15 22:18:00,125.91,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004858,EMP_310,Field Sales,EMEA,2025-12-21 18:40:00,190.81,Local Steakhouse,5812,"No approved travel itinerary on 2025-12-21 — weekend hospitality spend of $190.81 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_009911,EMP_316,Field Sales,APAC,2025-02-09 21:56:00,55.94,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008355,EMP_316,Field Sales,APAC,2025-03-02 18:39:00,24.29,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-03-02 — weekend hospitality spend of $24.29 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_006016,EMP_316,Field Sales,APAC,2025-10-12 16:57:00,115.49,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009256,EMP_329,Field Sales,,2025-07-12 23:32:00,55.81,Lyft Ride,4111,Active travel itinerary found but MCC 4111 (Lyft Ride) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001768,EMP_333,Field Sales,LATAM,2025-11-29 01:08:00,200.89,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_6104,EMP_336,Field Sales,APAC,2025-07-05 15:00:00,203.44,Local Steakhouse,5812,"No approved travel itinerary on 2025-07-05 — weekend hospitality spend of $203.44 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5A_7332,EMP_345,Field Sales,,2025-01-04 17:00:00,121.44,Business Stay Inn,7011,"No approved travel itinerary on 2025-01-04 — weekend hospitality spend of $121.44 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_009424,EMP_345,Field Sales,,2025-01-11 20:59:00,66.23,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_3449,EMP_352,Field Sales,APAC,2025-01-18 20:00:00,370.13,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_4552,EMP_352,Field Sales,APAC,2025-12-27 17:00:00,214.77,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_4346,EMP_354,Field Sales,EMEA,2025-08-23 16:00:00,32.72,London Tavern,5812,"No approved travel itinerary on 2025-08-23 — weekend hospitality spend of $32.72 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001448,EMP_358,Field Sales,APAC,2025-06-08 04:48:00,338.48,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006359,EMP_360,Field Sales,EMEA,2025-03-15 20:19:00,142.3,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004940,EMP_360,Field Sales,EMEA,2025-03-16 21:05:00,328.49,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_5335,EMP_360,Field Sales,EMEA,2025-04-26 15:00:00,112.93,Local Steakhouse,5812,"No approved travel itinerary on 2025-04-26 — weekend hospitality spend of $112.93 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_008211,EMP_366,Field Sales,,2025-06-29 09:19:00,34.36,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_5223,EMP_368,Field Sales,,2025-09-06 14:00:00,141.01,Euro Lodging,7011,"No approved travel itinerary on 2025-09-06 — weekend hospitality spend of $141.01 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_006248,EMP_370,Field Sales,LATAM,2025-08-10 16:58:00,121.64,Global Logistics Tech,5999,Active travel itinerary found but MCC 5999 (Global Logistics Tech) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004160,EMP_370,Field Sales,LATAM,2025-12-13 00:25:00,89.2,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_003544,EMP_371,Field Sales,,2025-01-04 02:43:00,57.97,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009968,EMP_371,Field Sales,,2025-01-04 06:12:00,25.35,Uber Inc,4111,Active travel itinerary found but MCC 4111 (Uber Inc) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011747,EMP_371,Field Sales,,2025-02-02 20:50:00,10.36,Tokyo Dining Corp,5812,"No approved travel itinerary on 2025-02-02 — weekend hospitality spend of $10.36 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_002846,EMP_371,Field Sales,,2025-02-23 11:29:00,60.0,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_000458,EMP_378,Field Sales,APAC,2025-01-26 17:14:00,75.61,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_001362,EMP_378,Field Sales,APAC,2025-06-14 07:08:00,100.05,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006563,EMP_379,Field Sales,LATAM,2025-03-02 05:24:00,89.85,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006904,EMP_379,Field Sales,LATAM,2025-10-26 11:19:00,100.07,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009064,EMP_382,Field Sales,,2025-04-26 19:44:00,169.24,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004271,EMP_384,Field Sales,,2025-05-24 04:18:00,266.53,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_6943,EMP_391,Field Sales,EMEA,2025-02-22 20:00:00,197.4,Local Steakhouse,5812,"No approved travel itinerary on 2025-02-22 — weekend hospitality spend of $197.40 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001492,EMP_391,Field Sales,EMEA,2025-10-05 17:47:00,161.84,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006912,EMP_393,Field Sales,,2025-06-21 12:19:00,146.9,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_011970,EMP_393,Field Sales,,2025-11-23 01:46:00,115.25,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_7257,EMP_394,Field Sales,APAC,2025-06-07 16:00:00,170.45,Marriott International,7011,"No approved travel itinerary on 2025-06-07 — weekend hospitality spend of $170.45 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5B_7130,EMP_407,Field Sales,APAC,2025-07-12 13:00:00,239.57,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007743,EMP_411,Field Sales,EMEA,2025-05-25 02:18:00,113.03,London Underground,4111,Active travel itinerary found but MCC 4111 (London Underground) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006977,EMP_411,Field Sales,EMEA,2025-06-01 09:11:00,304.5,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_8869,EMP_415,Field Sales,APAC,2025-12-06 13:00:00,134.11,Slack Technologies,4816,Active travel itinerary found but MCC 4816 (Slack Technologies) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006318,EMP_418,Field Sales,,2025-06-29 19:19:00,90.81,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_012092,EMP_418,Field Sales,,2025-11-02 06:07:00,44.23,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007403,EMP_418,Field Sales,,2025-12-14 17:07:00,237.51,GitHub Enterprise,4816,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_004970,EMP_435,Field Sales,APAC,2025-11-22 12:30:00,182.3,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009586,EMP_435,Field Sales,APAC,2025-11-23 22:54:00,325.6,AWS Cloud Services,4816,Active travel itinerary found but MCC 4816 (AWS Cloud Services) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010800,EMP_440,Field Sales,,2025-10-12 03:05:00,16.63,London Tavern,5812,"No approved travel itinerary on 2025-10-12 — weekend hospitality spend of $16.63 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_R5B_8660,EMP_440,Field Sales,,2025-12-13 16:00:00,185.95,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_9888,EMP_441,Field Sales,,2025-03-29 20:00:00,233.36,London Tavern,5812,"No approved travel itinerary on 2025-03-29 — weekend hospitality spend of $233.36 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_001168,EMP_441,Field Sales,,2025-04-27 16:10:00,212.84,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_010094,EMP_444,Field Sales,LATAM,2025-01-18 18:45:00,128.58,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008317,EMP_446,Field Sales,EMEA,2025-12-07 02:01:00,131.37,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5A_7691,EMP_448,Field Sales,LATAM,2025-02-01 11:00:00,33.56,Euro Lodging,7011,"No approved travel itinerary on 2025-02-01 — weekend hospitality spend of $33.56 under $250 limit, manual review required",MANUAL REVIEW REQUIRED
TXN_004839,EMP_448,Field Sales,LATAM,2025-10-18 01:09:00,15.57,Staples Corp,5999,Active travel itinerary found but MCC 5999 (Staples Corp) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008784,EMP_016,HR & Recruitment,APAC,2025-03-08 05:51:00,102.24,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009402,EMP_016,HR & Recruitment,APAC,2025-07-26 05:47:00,51.16,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_007956,EMP_076,HR & Recruitment,,2025-11-23 16:32:00,84.17,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_008561,EMP_076,HR & Recruitment,,2025-11-30 18:48:00,84.8,Figma Design,4816,Active travel itinerary found but MCC 4816 (Figma Design) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_006917,EMP_101,HR & Recruitment,EMEA,2025-11-30 23:15:00,63.11,Amazon Business,5999,Active travel itinerary found but MCC 5999 (Amazon Business) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_R5B_2216,EMP_106,HR & Recruitment,EMEA,2025-01-25 10:00:00,170.71,NYC Transit,4111,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
TXN_009209,EMP_111,HR & Recruitment,,2025-08-30 20:26:00,120.87,Office Depot,5999,Active travel itinerary found but MCC 5999 (Office Depot) is not a hospitality category — manual review required,MANUAL REVIEW REQUIRED
